,character,line #,line
358,RIPLEY,358,"That's not what I mean.  Gorman,
if your men have to use their
weapons in there, they'll rupture
the cooling system."
359,BURKE,359,She's right.
360,GORMAN,360,So.
361,RIPLEY,361,"So...then the fusion
containment shuts down."
362,GORMAN,362,So?  So?
363,BURKE,363,"We're talking thermonuclear
explosion."
364,GORMAN,364,Shit.
365,GORMAN,365,"Apone, collect magazines
from everybody.  We can't
have any firing in there."
366,WIERZBOWSKI,366,Is he fucking crazy?
367,HUDSON,367,"What're we supposed to use,
man?  Harsh language?"
368,GORMAN,368,"Flame-units only.  I want
rifles slung."
369,APONE,369,Let's go.  Pull 'em out.
370,HICKS,370,"I always keep this handy.
For close encounter."
371,APONE,371,"Let's move.  Hicks, back
us up."
372,GORMAN,372,Any movement?
373,HUDSON,373,Nothing.  Zip.
374,DIETRICH,374,Sir!
375,WOMAN,375,Please...God...kill me.
376,APONE,376,Flame thrower!  Move!
377,HUDSON,377,Movement!
378,APONE,378,Position?
379,HUDSON,379,Can't lock up...
380,APONE,380,"Talk to me, Hudson."
381,HUDSON,381,"Uh, seems to be in front
and behind."
382,GORMAN,382,"We can't see anything back
here, Apone.  What's going on?"
383,RIPLEY,383,"Pull you team out, Gorman."
384,APONE,384,"Go to infrared.  Looks sharp
people!"
385,HUDSON,385,"Multiple signals.  All round.
Closing."
386,VASQUEZ,386,Let's rock.
387,GORMAN,387,"Who's firing?  I ordered a
hold fire, dammit!"
388,HUDSON,388,"Let's get the fuck out of
here!"
389,HICKS,389,"Not that tunnel, the other
one!"
390,CROWE,390,"You sure?  Watch it...behind
you.  Fucking move, will you!"
391,RIPLEY,391,"GET THEM OUT OF THERE!  DO
IT NOW!"
392,GORMAN,392,Shut up.  Just shut up!
393,GORMAN,393,"Uh,...Apone, I want you to
lay down a suppressing fire
with the incinerators and
fall back by squads to the
APC, over."
394,APONE,394,"Say again?  All after
incinerators?"
395,GORMAN,395,I said...
396,GORMAN,396,"...lay down (garbled) ...by
squads to...(garbled)"
397,APONE,397,"Dietrich?  Crowe?  Sound
off!  Wierzbowski?"
398,HUDSON,398,"We're getting juked!  We're
gonna die in here!"
399,APONE,399,"Yeah.  Right.  Right!  Fuck
the heat exchanger!"
400,GORMAN,400,I told them to fall back...
401,RIPLEY,401,They're but off!  Do something!
402,RIPLEY,402,"Newt, put your seatbelt on!"
403,GORMAN,403,"Ripley, what the hell...?"
404,GORMAN,404,"What are you doing?  Turn
around!  That's an order!"
405,VASQUEZ,405,Drake!  He's down!
406,HICKS,406,"He's gone!  Forget it, he's
gone!"
407,VASQUEZ,407,"No.. No, he's not.  He's --"
408,HICKS,408,Let's go!
409,HICKS,409,Get on the Goddamn door!
410,HICKS,410,"It's okay...we're clear.  We're
clear.  Ease up."
411,HICKS,411,"Sounds like a blown transaxle.
You're just grinding metal."
412,RIPLEY,412,Newt?  Where's Newt?
413,RIPLEY,413,You okay?
414,HUDSON,414,"Jesus...Jesus...I don't believe
it."
415,HUDSON,415,"I'm all right, leave it!"
416,HICKS,416,He's alive.  I think he's paralyzed.
417,VASQUEZ,417,He's fucking dead!
418,VASQUEZ,418,"Wake up pendejo!  I'm gonna kill
you, you useless fuck!"
419,HICKS,419,"Hold it.  Hold it.  Back off, right
now."
420,RIPLEY,420,Looks like it stung him.
421,HUDSON,421,"Hey...hey!  Look, Crowe and
Dietrich aren't dead, man."
422,HUDSON,422,"They must be like Gorman.  Their
signs are real low but they ain't
dead!"
423,RIPLEY,423,"You can't help them.  Right now
they're being cocooned just like
the others."
424,HUDSON,424,"Oh, God.  Jesus.  This ain't
happening."
425,SPUNKMEYER,425,Need anything else?
